SMILES,DrugClass
C(C)OC=1C=C(C=CC1)C1(CCCCC1)N,Arylcyclohexylamines
C(C)OC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
FC1=CC(NC2CCN(CC3=CC=CC=C3)CC2)=CC=C1,Opioids
FC=1C=C(C=CC1)CC(N)C,Phenethylamines
FC=1C=C(C=CC1)C(C(CCCC)N1CCCC1)=O,Cathinones
FC=1C=C(C=CC1)C(C(CC(C)C)N1CCCC1)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=CC(F)=C2)=O,Cathinones
C(C)NC(C(=O)C1=CC(=CC=C1)F)C,Cathinones
CC(C)(C)[C@H](NC(C1=NN(CCC(F)CC)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
CCC(F)CCn1nc(C(=O)NC(C(=O)OC)C(C)C)c2ccccc21,Cannabinoids
FC=1C=C(C=CC1)C1(C(CCCC1)=O)NC,Arylcyclohexylamines
FC=1C=C(CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2)C=CC1,Opioids
O=C(C1=CN(CCC(F)CC)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
FC=1C=C(C=CC1C)C(C(CCC)N1CCCC1)=O,Cathinones
FC=1C=C(C=CC1)N(C(C)=O)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
C(C)NC(CC1=CC(=CC=C1)F)C,Phenethylamines
CC(C(C1=CC=CC(F)=C1)NC)=O,Cathinones
FC=1C=C(C=CC1)C1C(NCCO1)C,Unknown
CCC(F)CCn1ccc2ccccc21,Cannabinoids
FC=1C=C(C=CC1)CC(C)NC,Phenethylamines
FC=1C=C(C=CC1)C(C(C)NC)=O,Cathinones
FC1=CC(C(N2CCN(C3CCCCC3)CC2)CC4=CC=CC=C4)=CC=C1,Opioids
C(C)NC(C(=O)C1=CC(=CC=C1)F)CC,Cathinones
C(C)NC(C(=O)C1=CC(=CC=C1)F)CCCC,Cathinones
FC=1C=C(C=CC1)C1(C2CCC(C1)C2)N,Arylcyclohexylamines
FC=1C=C(C=CC1)C1(C2CCC(C1)C2)N2CCCCC2,Arylcyclohexylamines
FC=1C=C(C=CC1)C1(C2CCC(C1)C2)N2CCCC2,Arylcyclohexylamines
FC=1C=C(C=CC1)C1(CCCCC1)N,Arylcyclohexylamines
FC=1C=C(C=CC1)C1(CCCCCC1)N1CCCC1,Arylcyclohexylamines
FC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
FC1=CC(C2C(CC)NCCO2)=CC=C1,Unknown
CC(N)C(C1=CC=CC(F)=C1)O,Phenethylamines
FC1=CC(N2CCNCC2)=CC=C1,Piperazine derivates
C1(=CC=CC=C1)N(C(=O)C1=COC=C1)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
C(C)NC1(CCCCC1)C=1C=C(C=CC1)O,Arylcyclohexylamines
C1=CC=NC(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Br)O,Benzodiazepines
O=C1NC2=CC=C(Br)C=C2C(C3=CC=CC=C3F)=NC1O,Benzodiazepines
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Br)O)Cl,Benzodiazepines
O1C=C(C2=C1C=CC=C2)CC(C)NC,Arylalkylamines
FC1=CC=C(C=C1)N(C(C(C)C)=O)C1CCN(CC1)CCC1=CC(=CC=C1)C,Opioids
CC(NCC)C(C1=CC=CC(C)=C1)=O,Cathinones
CNC(C)CC1=CC=CC(OC)=C1,Phenethylamines
CC(NC)C(C1=CC=CC(OC)=C1)=O,Cathinones
C(C)NC1(CCCCC1)C1=CC(=CC=C1)OC,Arylcyclohexylamines
COC1=CC(C2(CN3CCOCC3)CCCCC2)=CC=C1,Arylcyclohexylamines
COC1=CC(C2(N3CCOCC3)CCCCC2)=CC=C1,Arylcyclohexylamines
COC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
COC=1C=C(C=CC1)C1(CCCCC1)NCCC,Arylalkylamines
COC=1C=C(C=CC1)C1(CCCCC1)N1CCCC1,Arylalkylamines
CC=1C=C(C=CC1)C1(C2CCC(C1)C2)N2CCCCC2,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(C2CCC(C1)C2)NCCC,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(C2CCC(C1)C2)N2CCCC2,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(CCCCC1)N,Arylcyclohexylamines
C(C1=CC=CC=C1)NC1(CCCCC1)C1=CC(=CC=C1)C,Arylcyclohexylamines
C(C)NC1(CCCCC1)C1=CC(=CC=C1)C,Arylcyclohexylamines
CC1CC(CCC1)(C1=CC=CC=C1)N1CCCCC1,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(CCCCC1)NCCC,Arylcyclohexylamines
CC=1C=C(C=CC1)C1(CCCCC1)N1CCCC1,Arylalkylamines
C(C)N(C(C(=O)C1=CC(=C(C=C1)OCC)OC)CCCC)CC,Cathinones
C(C)N(C(C(=O)C1=CC(=C(C=C1)OCC)OC)CCC)CC,Cathinones
COC1CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1,Opioids
COC=1C=C(C=CC1)C1C(NCCO1)C,Unknown
CC=1C=C(C=CC1)CCN1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,Opioids
CC=1C=C(C=CC1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CCC(N(C1C(C)CN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
CC1CN(CCC1N(C(C)=O)C1=CC=CC=C1)CCOC1=CC=CC=C1,Opioids
CC(N)CC1=CC=CC(C)=C1,Phenethylamines
CCC(C(=O)C1=CC=CC(=C1)C)NC,Cathinones
CC(NC)C(C1=CC=C(F)C(C)=C1)=O,Cathinones
CC1CN(CCC1N(C(=O)C=1OC=CC1)C1=CC=CC=C1)CCC1=CC=CC=C1,Opioids
CNC(Cc1cccc(c1)C)C,Phenethylamines
ClC=1C=CC2=C(C(=NC(C(N2)=O)C)C2=CC=CC=C2)C1,Benzodiazepines
C(CC)NC(C(=O)C1=CC(=CC=C1)C)C,Cathinones
CC1=CC(C2C(C)NCCO2)=CC=C1,Unknown
CSC1CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1,Opioids
NC(C)CC1=CC=CC(OC)=C1,Phenethylamines
CC(NC)C(C1=CC=CC(C)=C1)=O,Cathinones
N1(CCCCC1)C1(CCCCC1)C=1C=C(N)C=CC1,Arylcyclohexylamines
N1(CCCCC1)C1(CCCCC1)C=1C=C(C=CC1)O,Arylcyclohexylamines
FC=1C=C(CCN2CCC(CC2)N(C(CC)=O)C2=C(C=CC=C2)F)C=CC1,Opioids
O=C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)CCC4=CC=CC=C4,Opioids
N1(CCCCC1)C1(CCCCC1)C=1C=NC=CC1,Arylcyclohexylamines
OC(C=C1)=CC=C1CC2=NC3=CC([N+]([O-])=O)=CC=C3N2CCN(CC)CC,Opioids
OC=1C=C(C=CC1)C1(CCN(CC1)CCC1=CC=CC=C1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CN([C@H]1[C@@H](CCCC1)N(C(C1=CC=C(C=C1)C(F)(F)F)=O)C)C,Opioids
CC(C(CC(N1CCCC1)C1=CC=CC=C1)=O)(C)C,Cathinones
C(C1=CC=C(N)C=C1)C1=CC=C(N)C=C1,Unknown
NC1CC2=CC=C(OCO3)C3=C2C1,Aminoindanes
CC(OC1=CC=CC2=C1C(CCN(C(C)C)C)=CN2)=O,Indolalkylamines
C(C)(=O)OC1=C2C(=CNC2=CC=C1)CCN(CCC)C(C)C,Indolalkylamines
CC(OC1=CC=CC2=C1C(CCN(CC=C)C)=CN2)=O,Indolalkylamines
CC(OC1=CC=CC2=C1C(CCN(CC=C)CC=C)=CN2)=O,Indolalkylamines
C(C)(=O)OC1=C2C(=CNC2=CC=C1)CCN(CC)CC,Indolalkylamines
C(C)(=O)OC1=C2C(=CNC2=CC=C1)CCN(C(C)C)C(C)C,Indolalkylamines
CC(OC1=CC=CC2=C1C(CCN(C)C)=CN2)=O,Indolalkylamines
C(C)(=O)OC1=C2C(=CNC2=CC=C1)CCN(CCC)CCC,Indolalkylamines
C(C)(=O)OC1=C2C(=CNC2=CC=C1)CCN(CCC)CC,Indolalkylamines
CC(OC1=CC=CC2=C1C(CCN(CC)C)=CN2)=O,Indolalkylamines
CC(OC1=CC=CC2=C1C(CCN(C)CCC)=CN2)=O,Indolalkylamines
C(C)(=O)OC1CCN(CC1)C1(CCCCC1)C=1SC=CC1,Arylcyclohexylamines
C1(NC2CCN(CC3=CC=CC=C3)CC2)=CC=CC=C1,Opioids
C1(NC2=CC=CC=C2)CCNCC1,Piperidines & pyrrolidines
N1(CCC2=CC=CC=C2)CCC(NC3=CC=CC=C3)CC1,Piperidines & pyrrolidines
C(C)(C)(C)OC(=O)N1CCC(CC1)NC1=CC=CC=C1,Unknown
CC(N)CC1=CC=CC2=C1C=CO2,Phenethylamines
NC(CC1=CC=CC2=C1CCO2)C,Arylalkylamines
CC(NCC)C(C1=CC=C(Br)C=C1)=O,Cathinones
C(C1=CC=CC=C1)(=O)OC1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,Arylcyclohexylamines
C1(CC2=CC=CC=C2)CCNCC1,Piperidines & pyrrolidines
BrC1=CC=C(C=C1)C(C(CCC)NC)=O,Cathinones
CC(N1CCCC1)C(C2=CC=C(Br)C=C2)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=C(Br)C=C2)=O,Cathinones
BrC1=CC=C(C=C1)C1C(N=C(O1)N)C,Unknown
BrC1=CC(=C(C=C1OC)CC(NC)C)OC,Phenethylamines
CC(N)CC1=CC=C(Br)C=C1,Phenethylamines
CC(NC)CC1=CC=C(Br)C=C1,Phenethylamines
BrC1=CC=C(C=C1)C(C(C)NC)=O,Cathinones
BrC1=CC=C(C=C1)C(CN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C)O,Opioids
BrC1=CC=C(C=C1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
ClC1=CC=C(C=C1)CC(N)CC,Phenethylamines
C(CCC)NC(C(=O)C1=CC=C(C=C1)Cl)C,Cathinones
CCC(N)CC1=CC(OC)=C(C)C=C1OC,Phenethylamines
CCCCCn1nc(C(=O)NC(C)(C)c2ccc(Cl)cc2)c2ccccc21,Cannabinoids
ClCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
CNC(C(=O)C1=CC(=C(C=C1)C)Cl)C,Cathinones
ClC1=CC=C(C=C1)CC(C)N,Phenethylamines
ClC1=CC=C(C=C1)C(C(CC)NC)=O,Cathinones
NC(C(=O)C1=CC=C(C=C1)Cl)C,Cathinones
ClC1=CC=C(C=C1)C1=NCC=2N(C3=C1C=CC=C3)C(=NN2)C,Benzodiazepines
O=C1N(C)C2=CC=C(Cl)C=C2C(C3=CC=C(Cl)C=C3)=NC1,Benzodiazepines
CC(NCC)C(C1=CC=C(Cl)C=C1)=O,Cathinones
CC(NC)C(C1=CC=C(Cl)C=C1)=O,Cathinones
CC(N(C)C)C(C1=CC=C(Cl)C=C1)=O,Cathinones
CC(NC(C)C)C(C1=CC=C(Cl)C=C1)=O,Cathinones
ClC1=C(C=C(C=C1)C(C(C)NC)=O)C,Cathinones
ClC1=CC=C(C=C1)N(C(C(C)C)=O)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
ClC1=CC=C(C=C1)C1C(N=C(O1)N)C,Unknown
ClCCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
ClC1=CC=C(C=C1)C1(CCCCC1)N(CC)CC,Arylcyclohexylamines
ClC1=CC=C(C=C1)C1(CCCCC1)NCC,Arylcyclohexylamines
ClC1=CC=C(C=C1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
CCCC(NC)C(C1=CC=C(Cl)C=C1)=O,Cathinones
CC(N1CCCC1)C(C2=CC=C(Cl)C=C2)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=C(Cl)C=C2)=O,Cathinones
CC(NC)CC1=CC=C(Cl)C=C1,Phenethylamines
NC([C@H](C(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCC#N)=O,Cannabinoids
NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCC#N)=O,Cannabinoids
O=C(C1=CN(CCCCC#N)C2=NC=CC=C21)NC(C3=CC=CC=C3)(C)C,Cannabinoids
C(#N)CCCCN1C2=CC=CC=C2C=2C=C(C=CC12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
O=C(C1=NN(CCCCC#N)C2=C1C=CC=C2)NC(C3=CC=CC=C3)(C)C,Cannabinoids
C1(=CC=CC=C1)C(C)(C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(=O)O,Cannabinoids
COC(=O)C(NC(=O)c1nn(CCCCC#N)c2ccccc12)C(C)(C)C,Cannabinoids
C(=O)(O)CCCN1N=C(C2=CC=CC=C12)C(=O)N[C@@H](C(C)C)C(=O)O,Cannabinoids
C(C)N(C1=CC=C(C=C1)C1(CCCCC1)NCC)CC,Arylcyclohexylamines
NCCC1=CC(OC)=C(C)C(OC)=C1,Phenethylamines
O1CCC2=C1C=CC(=C2)C2(CCCCC2)N,Arylcyclohexylamines
O1CCC2=C1C=CC(=C2)C2(CCCCC2)N2CCCCC2,Arylcyclohexylamines
CC(NCC1=CC=CC=C1OC)CC2=CC=C(CC)C=C2,Phenethylamines
CC(NCC)CC1=CC=CC2=C1C=CO2,Arylalkylamines
CCNC(C)C(=O)C1=CC=C(CC)C=C1,Cathinones
C(C)C1=CC=C(C=C1)C(C(CCC)NC)=O,Cathinones
C(C)C1=CC=C(C=C1)C(C(CCC)N1CCCC1)=O,Cathinones
CC(N)CC1=CC=C(CC)C=C1,Phenethylamines
CC(NC)C(C1=CC=C(CC)C=C1)O,Phenethylamines
CC(NC)C(C1=CC=C(CC)C=C1)=O,Cathinones
CC(N(C)C)C(C1=CC=C(CC)C=C1)=O,Cathinones
OCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCCF,Cannabinoids
FC1=CC=C(C=C1)C(C(CC(C)C)N1CCCC1)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=C(F)C=C2)=O,Cathinones
CCC(N1CCCC1)C(C2=CC=C(F)C=C2)=O,Cathinones
CCC(NC)C(C1=CC=C(F)C=C1)=O,Cathinones
CCNC(C)C(=O)C1=CC=C(C=C1)F,Cathinones
C[C@H](NC)[C@@H](C1=CC=C(F)C=C1)O,Phenethylamines
CC(C)C(N(C1=CC=C(F)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,Opioids
CC(C)(C)[C@H](NC(C1=NN(CCCC(F)C)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
COC(=O)C(NC(=O)c1nn(CCCC(C)F)c2ccccc12)C(C)C,Cannabinoids
ClC=1C=CC2=C(C(=NCC(N2C)=O)C2=CC=C(C=C2)F)C1,Benzodiazepines
FCCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OCC)C(C)(C)C,Cannabinoids
FCCCCN1C=C(C2=CC=CC=C12)C(=O)N[C@@H](C(C)C)C(=O)OCC,Cannabinoids
FC1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
FCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)C(C)(C)C,Cannabinoids
CC(C)(C)[C@H](NC(C1=C2C=CC=CC2=NN1CCCCF)=O)C(OC)=O,Cannabinoids
FCCCCN1N=C2C=CC=CC2=C1C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
O=C(O)C1=C2C(C=CC=C2)=NN1CCCCF,Cannabinoids
O=C(O)c1nn(CCCCF)c2ccccc12,Cannabinoids
CC(C)(C)C(NC(=O)c1nn(CCCCF)c2ccccc12)C(=O)O,Cannabinoids
CC(C)(C)[C@H](NC(C1=NN(CCCCO)C2=C1C=CC=C2)=O)C(OC)=O,Cannabinoids
FCCCCN1C=C(C=2C1=NC=CC2)C(=O)N[C@@H](C(C)C)C(=O)OC,Cannabinoids
C(C)NC1(C(CCCC1)=O)C1=CC=C(C=C1)F,Arylcyclohexylamines
FC1=C(C=C(C=C1)C(C(CCC)N1CCCC1)=O)C,Cathinones
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCCO,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCC(=O)O,Cannabinoids
CC(N)CC1=CC=C(F)C=C1,Phenethylamines
CC(N)C(C1=CC=C(F)C=C1)=O,Cathinones
CC(C)(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccc(F)cc1,Cannabinoids
CC(C)(NC(=O)c1nn(CCCCCF)c2ccccc12)c1ccc(F)cc1,Cannabinoids
FCCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)O)C(C)(C)C,Cannabinoids
C(C)NC(CC1=CC=C(C=C1)F)C,Phenethylamines
O=C(OCC)C(C1=CC=C(F)C=C1)C2NCCCC2,Piperidines & pyrrolidines
FC1(CCN(CC1)CCC1=CC=CC=C1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CC(NC)CC1=CC=C(F)C=C1,Phenethylamines
FC1=CC=C(C=C1)C(C(=O)OC)C2CCCCN2,Piperidines & pyrrolidines
CCC(C(=O)c1ccc(cc1)F)NCC,Cathinones
C(C)NC(C(=O)C1=CC=C(C=C1)F)CCC,Cathinones
FC1=CC=C(C=C1)C(CN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C)O,Opioids
FC1=CC=C(C=C1)C(C(CCC)NC)=O,Cathinones
O=C(O)CC(C1=CC=C(F)C=C1)CN,Unknown
FC1=CC=C(C=C1)C1C(NCCO1)C,Unknown
FC1=CC=C(C=C1)CC(C)=O,Unknown
FC1=CC=C(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)C=C1,Unknown
FC1=CC=C(C=C1)CN1CCN(CC1)C,Piperazine derivates
FC1=CC=C(C=C1)C(C(C)NC)=O,Cathinones
FCCCCN1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)OC)C(C)(C)C,Cannabinoids
FCCCCN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)(C)C,Cannabinoids
COC([C@H](C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCC(=O)O)=O,Cannabinoids
O=C(N[C@H](C(OC)=O)C(C)(C)C)C1=NN(CCCC(O)=O)C2=C1C=CC=C2,Cannabinoids
O=C(C1=CN(CCCC(F)C)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,Cannabinoids
CCCC(NC(C)C)C(C1=CC=C(F)C=C1)=O,Cathinones
FC1=CC=C(C=C1)C1(C2CCC(C1)C2)N,Arylcyclohexylamines
FC1=CC=C(C=C1)C1(C2CCC(C1)C2)N2CCCCC2,Arylcyclohexylamines
FC1=CC=C(C=C1)C1(C2CCC(C1)C2)N2CCCC2,Arylcyclohexylamines
FC1=CC=C(C=C1)C1(CCCCCC1)N1CCCC1,Arylcyclohexylamines
FC1=CC=C(C=C1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
CCCCC(N1CCCC1)C(C2=CC=C(F)C=C2)=O,Cathinones
CCCCCC(N1CCCC1)C(C2=CC=C(F)C=C2)=O,Cathinones
FC1=CC=C(C=C1)C(C(CCCCC)N1CCCCC1)=O,Unknown
CCCCCCC(N1CCCC1)C(C2=CC=C(F)C=C2)=O,Cathinones
CCCCN(CCCC)CCC1=CNC2=C1C(O)=CC=C2,Indolalkylamines
C(C)N(CCC1=CNC=2C=CC=C(C12)O)CC,Indolalkylamines
OC1=CC=CC2=C1C(CCN(CC)C)=CN2,Indolalkylamines
C(C)(C)N(CCC1=CNC=2C=CC=C(C12)O)C,Indolalkylamines
CN1C(CCC1)CC1=CNC=2C=CC=C(C12)O,Indolalkylamines
CN(CCC1=CNC=2C=CC=C(C12)O)CCC,Indolalkylamines
OC1=CC=CC2=C1C(CCN3CCCC3)=CN2,Indolalkylamines
CC(C)(O)C(C)(C)CC(C1=CN(CCCCC)C2=C1C=CC=C2)=O,Cannabinoids
NC(CC1=CC=C(C=C1)O)C,Phenethylamines
OC1=CC=CC2=C1C(CCN(CCC)CCC)=CN2,Indolalkylamines
OC=1C=CC=C2NC=C(CCN(CCC)CC)C12,Indolalkylamines
CN(CCC1=CNC=2C=CC=C(C12)O)CC=C,Indolalkylamines
OC1=CC=CC2=C1C(CCN(C3CC3)C)=CN2,Indolalkylamines
ClC1=CC2=C(N(C(CC(N2C2=CC=C(C=C2)O)=O)=O)C)C=C1,Benzodiazepines
CNC(CC1=CC=C(C=C1)O)C,Phenethylamines
CC(NC)C(C1=CC=C(O)C=C1)=O,Cathinones
N1(CCCCC1)C1(CCCCC1)C1=CC=C(C=C1)CO,Arylcyclohexylamines
COC1=C(C=CC=C1)CNC(CC1=CC=C(C=C1)C)C,Phenethylamines
CNC(CC1=CC=CC2=C1C=CO2)C,Arylalkylamines
CCCC(NCC)C(C1=CC=C(C)C=C1)=O,Cathinones
C(C)NC(C(=O)C1=CC=C(C=C1)C)C,Cathinones
CCC(N1CCCC1)C(C2=CC=C(OC)C=C2)=O,Cathinones
CCCCCC(N1CCCC1)C(C2=CC=C(OC)C=C2)=O,Cathinones
COC1=CC=C(C=C1)C1(CCCCC1)N1CCOCC1,Arylcyclohexylamines
COC1=CC=C(C2(N3CCCCC3)CCCCC2)C=C1,Arylcyclohexylamines
COC1=CC=C(N2CCNCC2)C=C1,Cathinones
CCCCCCC(N1CCCC1)C(C2=CC=C(OC)C=C2)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=C(OC)C=C2)=O,Cathinones
C(C)N(C1(CCCCC1)C1=CC=C(C=C1)C)CC,Arylcyclohexylamines
CC1=CC=C(C=C1)C1(CCCCC1)N1CCOCC1,Arylcyclohexylamines
CC1CCC(CC1)(C1=CC=CC=C1)N1CCCCC1,Arylcyclohexylamines
CC(N(CCC1=CNC2=C1C(OC)=CC=C2)C(C)C)C,Indolalkylamines
COC1=CC=CC2=C1C(CCN(C)C)=CN2,Indolalkylamines
COC1=C2C(=CNC2=CC=C1)CCN(C(C)C)C,Indolalkylamines
C(C)NC1(CCCCC1)C1=CC=C(C=C1)OC,Arylcyclohexylamines
CCCC(N(C1=CC=C(OC)C=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,Opioids
COC1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CN(C(C(=O)C1=CC=C(C=C1)OC)C)C,Cathinones
CC(N(C1CCN(CCC2=CC=C(C)C=C2)CC1)C3=CC=CC=C3)=O,Opioids
CC1=C2C(NC=C2CC(N)CC)=CC=C1,Indolalkylamines
CCC(N(C1(C)CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
CNC(C(=O)C1=CC=C(C=C1)C)CCCC,Cathinones
CC(CC(C(=O)C1=CC=C(C=C1)C)N1CCCC1)C,Cathinones
CN1N(C(C(=C1C)NC)=O)C1=CC=CC=C1,Opioids
NC1=NC(C)C(C2=CC=CC=C2)O1,Unknown
CC(N)CC1=CC=C(C)C=C1,Phenethylamines
CCC(NC)C(C1=CC=C(C)C=C1)=O,Cathinones
CCC(NCC1=CC=CC=C1)C(C2=CC=C(C)C=C2)=O,Cathinones
CC(N(CC)CC)C(C1=CC=C(C)C=C1)=O,Cathinones
CC1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
O=C(OC)[C@H](C1=CC=C(C)C=C1)[C@@H]2NCCCC2,Piperidines & pyrrolidines
CC(N(C)C)C(C1=CC=C(C)C=C1)=O,Cathinones
C(C)NC(C(=O)C1=CC=C(C=C1)C)CCCC,Cathinones
CC(NCC)C(C1=CC=C(C)C=C1)O,Phenethylamines
CC1=CC=C(C=C1)C(C(CCC)NC(C)C)=O,Cathinones
CC1=CC=C(C=C1)C(C(C)NCCC)=O,Cathinones
CC1=CC=C(C=C1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
CNC(C(=O)C1=CC=C(C=C1)C)CCC,Cathinones
CC1=CC=C(C2C(C)N(C)CCO2)C=C1,Unknown
CCCCCC(N1CCCC1)C(C2=CC=C(C)C=C2)=O,Cathinones
C(C1=CC=CC=C1)NC(C(=O)C1=CC=C(C=C1)SC)C,Cathinones
CC(NC)CC1=CC=C(C)C=C1,Phenethylamines
CC(N(CC1=CC=CC=C1OC)C)CC2=CC=C(C)C=C2,Phenethylamines
CC1=CC=C(C2C(C)NCCO2)C=C1,Unknown
CSC1=CC=C(C=C1)CC(C)N,Phenethylamines
[N+](=O)([O-])C1=CC=C(C=C1)CCN1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CC(C)N(CCC1=CNC2=C1C(O)=CC=C2)C(C)C,Indolalkylamines
OC1=CC=CC2=C1C(CCN(CC=C)CC=C)=CN2,Indolalkylamines
C1(=CC=CC=C1)C1(CCC(CC1)=O)N1CCCCC1,Arylcyclohexylamines
CCC(N(C1=CC=CC=C1)C2(C3=CC=CC=C3)CCN(CCC4=CC=CC=C4)CC2)=O,Opioids
CN([C@H]1[C@@H](CCCC1)N(C(CC1=CC=C(C=C1)C1=CC=CC=C1)=O)C)C,Opioids
O(C1=CC=CC=C1)C1=CC=C(C=C1)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
C(CC)(=O)OC1=C2C(=CNC2=CC=C1)CCN(C)C,Indolalkylamines
C(CC)(=O)OC1CCN(CC1)C1(CCCCC1)C=1SC=CC1,Arylcyclohexylamines
N1(CCCCC1)C1(CCCCC1)C1=CC=NC=C1,Arylcyclohexylamines
C(C)(C)(C)C1CCC(CC1)(C1=CC=CC=C1)N1CCCCC1,Arylcyclohexylamines
CC(C)C(NC(=O)c1cc(-c2ccc(F)cc2)n(CC2CCCCC2)n1)C(N)=O,Cannabinoids
NC([C@H](C(C)(C)C)NC(=O)C1=NN(C(=C1)C1=CC=C(C=C1)F)CCCC=C)=O,Cannabinoids
ClC1=CC2=C(NC(N2C2CCN(CC2)CC2=CC=C(C=C2)Cl)=O)C=C1Cl,Opioids
COC1=C(C=C2NC=C(CCN(C(C)C)C)C2=C1)OC,Indolalkylamines
ClC=1C=C2C(=CNC2=C(C1)Cl)CCN,Indolalkylamines
NCCC1=CC2=C(OCC2)C=C1,Arylalkylamines
NC1=CC=C2C(N=C(CC3=CC=C(OC(C)C)C=C3)N2CCN(CC)CC)=C1,Opioids
CC(N)CC1=CC=C(OC=C2)C2=C1,Arylalkylamines
CC(NCC1=CC=CC=C1OC)CC2=CC3=C(OC=C3)C=C2,Arylalkylamines
CC(N)CC1=CC=C(OCC2)C2=C1,Arylalkylamines
CC(N)CC1=CC2=C(CCC2)C=C1,Phenethylamines
CCCCC(N1CCCC1)C(C2=CC3=C(CCC3)C=C2)=O,Cathinones
BrC=1C=C2C(=CNC2=CC1)CCN(C)C,Indolalkylamines
